location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,California,5,18.0,delayed previously,repairs,1555.0,"(-0.001, 7.154]",3,4,male single,none,4,no known property,55,none,for free,2,skilled,1,none,YES,1996,6,GOOD
Other,California,9,6.0,critical/other existing credit,new car,1299.0,"(98.282, 9298.08]",0,1,male single,none,1,real estate,33,none,unknown,3,unemp/unskilled non res,2,none,YES,1996,6,GOOD
San Diego,California,9,15.0,critical/other existing credit,radio/tv,1271.0,"(-0.001, 7.154]",0,3,male single,none,-1,no known property,39,none,for free,2,skilled,1,yes,YES,1996,6,BAD
San Diego,California,5,24.0,existing paid,new car,1393.0,"(-0.001, 7.154]",0,-1,male single,guarantor,2,real estate,31,none,unknown,1,skilled,1,yes,NO,1996,6,GOOD
San Diego,California,5,12.0,critical/other existing credit,new car,691.0,"(7.154, 34.309]",3,4,male single,none,3,life insurance,35,none,unknown,2,skilled,1,none,NO,1996,6,BAD
San Diego,California,5,15.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",3,1,unknown,unknown,4,car,59,none,own,1,skilled,1,yes,YES,1996,6,BAD
San Francisco,California,2,18.0,critical/other existing credit,furniture/equipment,2124.0,"(34.309, 65.862]",0,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,YES,1996,6,GOOD
Other,California,4,12.0,existing paid,radio/tv,2214.0,"(-0.001, 7.154]",0,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,YES,1996,6,GOOD
Other,California,5,21.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",5,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,YES,1996,6,BAD
Other,California,5,24.0,critical/other existing credit,unknown,2463.0,"(-0.001, 7.154]",1,4,male mar/wid,none,3,life insurance,27,none,unknown,2,unknown,1,yes,NO,1996,6,BAD
Other,California,5,12.0,unknown,radio/tv,2315.0,"(7.154, 34.309]",5,3,unknown,unknown,3,real estate,40,bank,own,2,unskilled resident,1,none,YES,1996,6,GOOD
Other,California,5,30.0,unknown,furniture/equipment,3108.0,"(-0.001, 7.154]",2,2,male div/sep,none,4,life insurance,31,none,unknown,1,unskilled resident,1,unknown,NO,1996,6,BAD
Other,California,5,18.0,existing paid,used car,2901.0,"(-0.001, 7.154]",2,1,female div/dep/mar,unknown,-1,no known property,31,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,5,12.0,critical/other existing credit,furniture/equipment,3617.0,"(65.862, 98.282]",3,-1,male single,unknown,4,no known property,28,none,rent,3,skilled,1,yes,YES,1996,6,GOOD
Other,California,5,12.0,critical/other existing credit,unknown,1655.0,"(-0.001, 7.154]",3,2,male single,none,4,real estate,33,none,own,2,unskilled resident,1,yes,NO,1996,6,GOOD
Other,California,2,24.0,existing paid,used car,2812.0,"(-0.001, 7.154]",3,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,4,36.0,unknown,education,8065.0,"(34.309, 65.862]",0,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,6,BAD
Other,California,5,21.0,critical/other existing credit,used car,3275.0,"(-0.001, 7.154]",3,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,6,GOOD
Other,California,5,24.0,critical/other existing credit,radio/tv,2223.0,"(-0.001, 7.154]",3,4,male single,none,4,life insurance,33,unknown,own,2,skilled,1,none,NO,1996,6,GOOD
Other,California,7,18.0,critical/other existing credit,new car,1480.0,"(98.282, 9298.08]",4,2,male single,unknown,4,no known property,33,unknown,for free,3,unemp/unskilled non res,1,none,NO,1996,6,BAD
Other,California,1,24.0,existing paid,new car,2315.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,-1,real estate,25,none,rent,1,skilled,1,none,YES,1996,6,GOOD
Other,California,5,36.0,critical/other existing credit,new car,3535.0,"(-0.001, 7.154]",1,4,unknown,none,4,car,37,none,own,2,skilled,1,yes,YES,1996,6,GOOD
Other,California,2,18.0,existing paid,radio/tv,3509.0,"(-0.001, 7.154]",1,-1,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,NO,1996,6,BAD
Other,Colorado,5,18.0,critical/other existing credit,used car,5711.0,"(-0.001, 7.154]",3,4,unknown,none,-1,car,38,none,own,2,unknown,1,yes,YES,1996,6,GOOD
Other,Colorado,5,18.0,existing paid,repairs,3872.0,"(-0.001, 7.154]",4,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,NO,1996,6,BAD
Other,Colorado,5,39.0,critical/other existing credit,radio/tv,4933.0,"(7.154, 34.309]",1,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,NO,1996,6,BAD
Other,Colorado,5,18.0,critical/other existing credit,new car,1940.0,"(-0.001, 7.154]",3,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,YES,1996,6,GOOD
Other,Connecticut,5,12.0,no credits/all paid,retraining,1410.0,"(34.309, 65.862]",0,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,YES,1996,6,GOOD
Other,Connecticut,5,12.0,existing paid,new car,836.0,"(98.282, 9298.08]",2,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,NO,1996,7,BAD
Other,District of Columbia,5,20.0,existing paid,used car,6468.0,"(-0.001, 7.154]",4,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1996,7,GOOD
Other,District of Columbia,5,18.0,existing paid,business,1941.0,"(98.282, 9298.08]",0,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,YES,1996,7,GOOD
Other,Delaware,5,22.0,existing paid,radio/tv,2675.0,"(-0.001, 7.154]",3,3,unknown,none,4,car,40,none,own,1,skilled,1,none,NO,1996,7,BAD
Other,Delaware,5,48.0,unknown,used car,2315.0,"(-0.001, 7.154]",5,4,male single,none,3,car,38,none,own,2,skilled,2,yes,YES,1996,7,BAD
Other,Florida,5,48.0,delayed previously,education,2315.0,"(65.862, 98.282]",3,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,YES,1996,7,GOOD
Other,Florida,5,40.0,critical/other existing credit,education,5998.0,"(-0.001, 7.154]",0,4,male single,unknown,3,no known property,27,bank,own,1,unknown,1,yes,YES,1996,7,BAD
Other,Florida,5,21.0,existing paid,unknown,1188.0,"(34.309, 65.862]",3,2,female div/dep/mar,none,4,life insurance,33,none,own,1,skilled,2,none,YES,1996,7,GOOD
Other,Florida,5,24.0,existing paid,used car,6313.0,"(-0.001, 7.154]",3,-1,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,NO,1996,7,BAD
Other,Florida,5,18.0,critical/other existing credit,furniture/equipment,1221.0,"(-0.001, 7.154]",0,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,YES,1996,7,GOOD
Other,Florida,7,18.0,existing paid,furniture/equipment,2892.0,"(34.309, 65.862]",5,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,NO,1996,7,GOOD
Other,Florida,5,24.0,existing paid,furniture/equipment,3062.0,"(-0.001, 7.154]",3,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,YES,1996,7,BAD
Other,Florida,5,9.0,unknown,furniture/equipment,2301.0,"(-0.001, 7.154]",2,2,unknown,none,4,life insurance,33,none,rent,1,skilled,1,none,NO,1996,7,BAD
Other,Florida,3,18.0,existing paid,used car,2315.0,"(-0.001, 7.154]",3,1,male single,none,4,life insurance,51,unknown,for free,1,skilled,2,yes,YES,1996,7,BAD
Other,Florida,5,12.0,critical/other existing credit,furniture/equipment,1258.0,"(-0.001, 7.154]",2,-1,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,unknown,NO,1996,7,GOOD
Other,Florida,5,18.0,delayed previously,new car,717.0,"(-0.001, 7.154]",3,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,YES,1996,7,GOOD
Other,Florida,5,9.0,existing paid,new car,2315.0,"(-0.001, 7.154]",2,-1,male single,none,2,real estate,35,none,own,-1,unemp/unskilled non res,1,none,YES,1996,7,GOOD
Other,Florida,5,24.0,critical/other existing credit,education,2315.0,"(-0.001, 7.154]",3,4,unknown,none,4,no known property,33,none,for free,2,skilled,2,none,YES,1996,7,BAD
Other,Florida,5,18.0,critical/other existing credit,radio/tv,1795.0,"(34.309, 65.862]",3,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,-1,unskilled resident,1,yes,NO,1996,7,GOOD
Other,Florida,0,20.0,critical/other existing credit,furniture/equipment,4272.0,"(65.862, 98.282]",3,1,unknown,none,4,life insurance,24,unknown,own,2,skilled,1,unknown,NO,1996,7,BAD
Other,Florida,5,12.0,unknown,unknown,976.0,"(-0.001, 7.154]",3,4,male single,unknown,4,car,35,none,own,2,skilled,1,none,NO,1996,7,BAD
Other,Florida,5,12.0,existing paid,new car,7472.0,"(-0.001, 7.154]",4,1,female div/dep/mar,none,2,real estate,33,none,rent,1,unemp/unskilled non res,1,none,YES,1996,7,GOOD
Other,Florida,1,36.0,unknown,new car,9271.0,"(7.154, 34.309]",1,2,male single,unknown,1,car,24,none,own,1,skilled,1,unknown,NO,1996,7,GOOD
Other,Florida,5,6.0,existing paid,radio/tv,590.0,"(65.862, 98.282]",2,3,unknown,none,3,real estate,26,none,own,1,unskilled resident,1,none,YES,1996,7,GOOD
Other,Florida,5,12.0,critical/other existing credit,radio/tv,930.0,"(-0.001, 7.154]",3,4,male single,none,4,real estate,65,unknown,own,4,skilled,1,none,NO,1996,7,BAD
Other,Florida,5,42.0,all paid,used car,9283.0,"(-0.001, 7.154]",4,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,1996,7,GOOD
Other,Florida,5,15.0,no credits/all paid,new car,1778.0,"(-0.001, 7.154]",2,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,unknown,YES,1996,7,BAD
Marion,Florida,5,8.0,existing paid,business,907.0,"(-0.001, 7.154]",2,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,unknown,NO,1996,7,GOOD
Marion,Florida,5,6.0,existing paid,radio/tv,484.0,"(65.862, 98.282]",1,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,NO,1996,7,BAD
Other,Florida,2,36.0,critical/other existing credit,used car,9629.0,"(65.862, 98.282]",1,4,male single,none,4,car,24,none,own,2,unknown,1,yes,NO,1996,7,GOOD
Orange,Florida,1,48.0,existing paid,domestic appliance,3051.0,"(34.309, 65.862]",0,3,male single,none,-1,car,54,none,own,1,skilled,1,none,NO,1996,7,BAD
Other,Florida,2,48.0,existing paid,new car,3931.0,"(98.282, 9298.08]",1,-1,male single,unknown,-1,no known property,46,none,for free,1,skilled,2,none,NO,1996,8,GOOD
Other,Florida,5,36.0,delayed previously,new car,7432.0,"(7.154, 34.309]",0,-1,female div/dep/mar,none,2,life insurance,54,unknown,rent,1,skilled,1,none,YES,1996,8,BAD
Other,Florida,5,6.0,existing paid,domestic appliance,1338.0,"(-0.001, 7.154]",0,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,NO,1996,8,BAD
Other,Florida,5,6.0,unknown,unknown,1554.0,"(-0.001, 7.154]",5,-1,female div/dep/mar,none,2,car,24,none,unknown,2,skilled,1,yes,YES,1996,8,BAD
Other,Florida,5,36.0,existing paid,other,15857.0,"(-0.001, 7.154]",4,2,male div/sep,co applicant,3,car,43,none,own,-1,high qualif/self emp/mgmt,1,none,NO,1996,8,GOOD
Other,Florida,4,18.0,existing paid,radio/tv,1345.0,"(34.309, 65.862]",0,-1,male mar/wid,none,3,real estate,26,bank,unknown,1,unknown,1,unknown,YES,1996,8,BAD
Other,Florida,5,12.0,existing paid,unknown,1101.0,"(-0.001, 7.154]",5,3,male mar/wid,none,2,real estate,27,none,own,-1,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,5,12.0,existing paid,radio/tv,3016.0,"(-0.001, 7.154]",0,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,YES,1996,8,GOOD
Other,Florida,0,36.0,existing paid,furniture/equipment,2712.0,"(7.154, 34.309]",3,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,unknown,YES,1996,8,GOOD
Other,Florida,1,8.0,critical/other existing credit,new car,731.0,"(34.309, 65.862]",3,4,male single,none,4,real estate,33,none,own,2,unknown,1,none,NO,1996,8,BAD
Other,Florida,5,18.0,critical/other existing credit,furniture/equipment,3780.0,"(-0.001, 7.154]",2,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,8,GOOD
Other,Florida,1,21.0,critical/other existing credit,new car,1602.0,"(34.309, 65.862]",3,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,3,18.0,critical/other existing credit,new car,3966.0,"(65.862, 98.282]",5,1,female div/dep/mar,none,4,real estate,33,unknown,rent,3,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,5,18.0,unknown,business,4165.0,"(-0.001, 7.154]",0,2,male single,none,2,car,36,stores,unknown,2,skilled,2,none,NO,1996,8,GOOD
Other,Florida,3,36.0,existing paid,used car,8335.0,"(-0.001, 7.154]",3,3,male single,none,4,no known property,47,none,for free,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,5,48.0,delayed previously,business,6681.0,"(-0.001, 7.154]",0,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,YES,1996,8,BAD
Other,Georgia,5,24.0,unknown,business,2375.0,"(-0.001, 7.154]",0,4,male single,none,2,car,33,unknown,own,2,skilled,2,yes,YES,1996,8,BAD
Other,Georgia,0,18.0,existing paid,new car,1216.0,"(-0.001, 7.154]",2,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,1,45.0,no credits/all paid,business,11816.0,"(65.862, 98.282]",3,2,male single,unknown,4,car,29,unknown,rent,2,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,5,24.0,existing paid,radio/tv,2315.0,"(-0.001, 7.154]",3,2,female div/dep/mar,none,-1,car,42,none,own,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,7,15.0,existing paid,radio/tv,2327.0,"(65.862, 98.282]",2,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,NO,1996,8,GOOD
Other,Georgia,1,12.0,no credits/all paid,new car,1082.0,"(-0.001, 7.154]",0,4,male single,none,4,no known property,48,bank,own,2,unknown,1,none,YES,1996,8,GOOD
Other,Georgia,5,12.0,existing paid,unknown,886.0,"(-0.001, 7.154]",0,4,female div/dep/mar,unknown,2,car,21,unknown,own,-1,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,5,4.0,existing paid,furniture/equipment,601.0,"(-0.001, 7.154]",2,1,female div/dep/mar,unknown,3,real estate,23,unknown,rent,1,unskilled resident,2,none,NO,1996,8,BAD
Fulton,Georgia,0,18.0,critical/other existing credit,used car,2315.0,"(65.862, 98.282]",3,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,NO,1996,8,BAD
Harris,Georgia,5,24.0,critical/other existing credit,radio/tv,2611.0,"(-0.001, 7.154]",3,4,male mar/wid,co applicant,-1,real estate,46,none,own,2,skilled,1,none,NO,1996,8,GOOD
Other,Georgia,4,36.0,existing paid,furniture/equipment,5179.0,"(7.154, 34.309]",1,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,NO,1996,8,GOOD
Other,Georgia,5,21.0,delayed previously,used car,2993.0,"(-0.001, 7.154]",0,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,YES,1996,8,GOOD
Other,Georgia,5,18.0,existing paid,repairs,1943.0,"(-0.001, 7.154]",5,4,female div/dep/mar,none,4,real estate,23,none,unknown,1,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,5,24.0,all paid,business,1559.0,"(-0.001, 7.154]",1,4,male single,none,4,car,50,bank,unknown,1,skilled,1,yes,NO,1996,8,GOOD
Other,Georgia,5,18.0,existing paid,furniture/equipment,3422.0,"(-0.001, 7.154]",3,4,male single,none,4,life insurance,47,bank,own,-1,skilled,2,unknown,YES,1996,8,GOOD
Other,Georgia,5,21.0,unknown,furniture/equipment,3976.0,"(-0.001, 7.154]",1,2,unknown,none,3,no known property,35,none,own,1,skilled,1,yes,NO,1996,9,GOOD
Other,Georgia,5,18.0,existing paid,new car,6761.0,"(-0.001, 7.154]",0,2,male single,none,4,car,68,none,rent,2,skilled,1,unknown,YES,1996,9,GOOD
Other,Georgia,5,18.0,unknown,new car,1249.0,"(-0.001, 7.154]",2,-1,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,YES,1996,9,BAD
Fulton,Georgia,2,9.0,existing paid,radio/tv,1364.0,"(7.154, 34.309]",1,-1,male single,none,4,real estate,59,none,own,1,skilled,1,unknown,NO,1996,9,GOOD
Other,Hawaii,0,12.0,existing paid,unknown,709.0,"(7.154, 34.309]",3,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,YES,1996,9,GOOD
Other,Iowa,3,20.0,critical/other existing credit,new car,2235.0,"(-0.001, 7.154]",0,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,NO,1996,9,GOOD
Other,Iowa,5,24.0,critical/other existing credit,used car,4042.0,"(-0.001, 7.154]",1,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,NO,1996,9,GOOD
Other,Iowa,5,15.0,critical/other existing credit,radio/tv,1471.0,"(-0.001, 7.154]",0,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,YES,1996,9,BAD
Other,Iowa,2,18.0,all paid,unknown,1442.0,"(65.862, 98.282]",1,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,NO,1996,9,GOOD
Other,Iowa,5,36.0,delayed previously,new car,10875.0,"(-0.001, 7.154]",3,2,male single,none,2,car,45,unknown,own,2,skilled,2,yes,NO,1996,9,BAD
Other,Iowa,5,24.0,existing paid,new car,1474.0,"(-0.001, 7.154]",2,4,male mar/wid,none,-1,real estate,33,none,own,1,skilled,1,yes,NO,1996,9,GOOD
Other,Iowa,5,18.0,existing paid,retraining,894.0,"(-0.001, 7.154]",1,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,YES,1996,9,BAD
Other,Idaho,5,18.0,critical/other existing credit,furniture/equipment,3343.0,"(-0.001, 7.154]",0,4,unknown,none,2,no known property,33,unknown,for free,1,skilled,1,yes,YES,1996,9,GOOD
Other,Idaho,2,15.0,existing paid,new car,3959.0,"(7.154, 34.309]",0,3,female div/dep/mar,none,2,no known property,29,none,own,1,skilled,1,yes,NO,1996,9,BAD
Other,Illinois,5,9.0,existing paid,new car,3577.0,"(-0.001, 7.154]",0,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,NO,1996,9,BAD
Other,Illinois,5,24.0,critical/other existing credit,unknown,5804.0,"(-0.001, 7.154]",0,4,male single,none,2,real estate,33,none,own,2,skilled,1,none,YES,1996,9,BAD
Cook,Illinois,5,18.0,delayed previously,business,2169.0,"(-0.001, 7.154]",0,4,male mar/wid,none,2,car,33,none,own,1,skilled,1,unknown,NO,1996,9,GOOD
Cook,Illinois,3,24.0,existing paid,radio/tv,2439.0,"(-0.001, 7.154]",2,-1,female div/dep/mar,none,-1,real estate,35,none,own,1,unknown,1,yes,YES,1996,9,GOOD
Other,Illinois,5,27.0,critical/other existing credit,furniture/equipment,4526.0,"(-0.001, 7.154]",2,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,NO,1996,9,BAD
Cook,Illinois,5,10.0,existing paid,furniture/equipment,2210.0,"(-0.001, 7.154]",5,2,male single,unknown,2,real estate,25,unknown,unknown,1,unskilled resident,1,none,NO,1996,9,GOOD
Cook,Illinois,5,15.0,unknown,furniture/equipment,2221.0,"(-0.001, 7.154]",0,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,NO,1996,9,BAD
Other,Illinois,0,18.0,existing paid,radio/tv,2389.0,"(65.862, 98.282]",2,4,unknown,none,1,car,27,stores,own,1,skilled,1,unknown,YES,1996,9,BAD
Cook,Illinois,5,12.0,critical/other existing credit,furniture/equipment,3331.0,"(-0.001, 7.154]",3,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,YES,1996,9,BAD
Other,Illinois,5,36.0,existing paid,business,7409.0,"(-0.001, 7.154]",3,3,male single,none,2,no known property,37,none,own,2,skilled,1,none,YES,1996,9,GOOD
Other,Illinois,4,12.0,existing paid,furniture/equipment,652.0,"(65.862, 98.282]",3,4,female div/dep/mar,none,4,life insurance,24,none,unknown,1,skilled,1,none,YES,1996,9,BAD
Other,Illinois,5,36.0,delayed previously,furniture/equipment,2315.0,"(-0.001, 7.154]",1,2,female div/dep/mar,none,4,car,40,none,unknown,2,skilled,1,yes,NO,1996,9,BAD
Other,Illinois,8,6.0,critical/other existing credit,new car,1343.0,"(7.154, 34.309]",3,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,NO,1996,9,BAD
Other,Illinois,5,24.0,critical/other existing credit,business,2315.0,"(98.282, 9298.08]",1,-1,male single,none,-1,real estate,26,none,own,2,skilled,1,yes,YES,1996,9,GOOD
Other,Illinois,5,15.0,existing paid,domestic appliance,874.0,"(-0.001, 7.154]",2,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,NO,1996,9,GOOD
Other,Illinois,1,12.0,existing paid,furniture/equipment,2315.0,"(-0.001, 7.154]",0,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,YES,1996,9,BAD
Other,Illinois,5,11.0,critical/other existing credit,new car,1322.0,"(98.282, 9298.08]",0,4,female div/dep/mar,none,-1,car,40,none,unknown,2,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,4,18.0,all paid,radio/tv,1940.0,"(34.309, 65.862]",2,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,NO,1996,10,BAD
Other,Illinois,5,36.0,existing paid,radio/tv,3595.0,"(-0.001, 7.154]",3,4,male single,none,2,car,28,none,own,1,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,0,9.0,existing paid,new car,1422.0,"(65.862, 98.282]",2,3,male single,none,2,no known property,27,none,for free,-1,unknown,1,yes,YES,1996,10,GOOD
Other,Illinois,5,30.0,critical/other existing credit,radio/tv,2315.0,"(-0.001, 7.154]",1,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,5,24.0,existing paid,used car,7814.0,"(-0.001, 7.154]",1,3,male single,none,3,car,38,none,own,1,unknown,1,yes,YES,1996,10,GOOD
Other,Illinois,5,24.0,existing paid,used car,9277.0,"(-0.001, 7.154]",0,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,YES,1996,10,GOOD
Other,Illinois,5,30.0,critical/other existing credit,new car,2181.0,"(-0.001, 7.154]",3,4,male single,none,4,real estate,36,none,own,2,skilled,1,unknown,NO,1996,10,BAD
Other,Illinois,5,18.0,critical/other existing credit,radio/tv,1098.0,"(-0.001, 7.154]",4,4,female div/dep/mar,none,4,car,65,none,own,-1,unemp/unskilled non res,1,unknown,YES,1996,10,GOOD
Other,Illinois,5,24.0,existing paid,unknown,4057.0,"(7.154, 34.309]",1,3,male div/sep,none,3,car,33,none,own,-1,skilled,1,yes,NO,1996,10,BAD
Other,Illinois,2,12.0,existing paid,unknown,795.0,"(7.154, 34.309]",2,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,YES,1996,10,BAD
Cook,Illinois,5,24.0,critical/other existing credit,unknown,2825.0,"(-0.001, 7.154]",5,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,YES,1996,10,BAD
Other,Indiana,5,18.0,existing paid,unknown,15672.0,"(-0.001, 7.154]",0,2,male single,unknown,2,car,23,none,own,1,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,5,36.0,critical/other existing credit,new car,6614.0,"(-0.001, 7.154]",3,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,10,GOOD
Other,Indiana,5,28.0,all paid,unknown,7824.0,"(-0.001, 7.154]",2,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,YES,1996,10,GOOD
Other,Indiana,1,27.0,critical/other existing credit,business,2442.0,"(65.862, 98.282]",3,4,male single,none,4,car,43,stores,own,-1,high qualif/self emp/mgmt,2,yes,YES,1996,10,GOOD
Other,Indiana,5,15.0,critical/other existing credit,radio/tv,1829.0,"(-0.001, 7.154]",3,4,male single,none,-1,car,33,none,unknown,2,skilled,1,yes,NO,1996,10,BAD
Other,Indiana,0,12.0,critical/other existing credit,new car,2171.0,"(65.862, 98.282]",0,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,YES,1996,10,BAD
Other,Indiana,5,36.0,critical/other existing credit,used car,5800.0,"(34.309, 65.862]",0,3,male single,none,4,car,34,none,own,2,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,5,18.0,critical/other existing credit,radio/tv,1169.0,"(-0.001, 7.154]",0,4,unknown,none,3,life insurance,29,none,own,2,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,5,36.0,unknown,used car,8947.0,"(-0.001, 7.154]",5,3,male single,none,-1,car,31,stores,own,-1,high qualif/self emp/mgmt,2,yes,NO,1996,10,GOOD
Other,Indiana,3,21.0,unknown,radio/tv,2606.0,"(7.154, 34.309]",2,4,female div/dep/mar,unknown,4,no known property,28,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1996,10,BAD
Other,Indiana,5,12.0,critical/other existing credit,unknown,2315.0,"(-0.001, 7.154]",5,3,female div/dep/mar,none,2,life insurance,35,none,unknown,1,skilled,1,none,YES,1996,10,GOOD
Other,Indiana,5,15.0,existing paid,unknown,2186.0,"(-0.001, 7.154]",1,1,unknown,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,YES,1996,10,BAD
Other,Indiana,2,18.0,existing paid,furniture/equipment,4153.0,"(65.862, 98.282]",0,2,unknown,co applicant,3,car,42,none,unknown,1,skilled,1,none,NO,1996,10,GOOD
Other,Indiana,0,18.0,critical/other existing credit,new car,2625.0,"(7.154, 34.309]",3,2,male single,guarantor,4,life insurance,43,bank,rent,1,unknown,1,yes,NO,1996,10,GOOD
Marion,Indiana,5,20.0,critical/other existing credit,new car,3485.0,"(-0.001, 7.154]",2,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,NO,1996,10,BAD
Other,Kansas,5,18.0,critical/other existing credit,used car,2315.0,"(-0.001, 7.154]",3,2,male single,none,4,no known property,42,unknown,unknown,2,skilled,1,none,YES,1996,10,GOOD
Other,Kansas,5,15.0,existing paid,radio/tv,1386.0,"(-0.001, 7.154]",0,4,male mar/wid,unknown,2,real estate,40,none,rent,-1,skilled,1,yes,NO,1996,10,GOOD
Other,Kansas,5,24.0,existing paid,radio/tv,2315.0,"(-0.001, 7.154]",3,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,10,BAD
Other,Kansas,2,18.0,unknown,radio/tv,1107.0,"(34.309, 65.862]",0,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,unknown,NO,1996,10,GOOD
Other,Kentucky,0,21.0,existing paid,new car,3763.0,"(-0.001, 7.154]",1,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,NO,1996,11,GOOD
